,booking_request_id,to_state,ending_stage,country,city,city_ok,capital,portfolio_type,floor_size_cat,price_category,time_booked,time_create_booking,after_creation,times_booked_cat
254,152262.0,submitted / declined,declined,GB,London,london,1.0,3.0,sup_200,200k_500k,6.0,9.143518518518518e-07,less_10s,5_7
255,152393.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,500k_1millions,13.0,0.9669365277777778,1h_1j,10_15
256,177804.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,500k_1millions,7.0,0.006685381944444444,10s_1h,7_10
257,177802.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,100_200,500k_1millions,7.0,1.8981481481481482e-06,less_10s,7_10
258,177808.0,submitted / submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,100_200,1_5millions,7.0,0.024785914351851852,10s_1h,7_10
259,177805.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,1_5millions,29.0,0.008182523148148149,10s_1h,15_30
260,177807.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,7.0,0.020395983796296296,10s_1h,7_10
261,177809.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,80_100,500k_1millions,7.0,0.027755428240740742,10s_1h,7_10
262,177806.0,submitted / submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,20_40,200k_500k,7.0,0.015557662037037037,10s_1h,7_10
263,175153.0,submitted / declined,declined,GB,London ,london,1.0,3.0,20_40,100k_200k,38.0,6.936031122685185,3j_15j,sup_30
264,175193.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,1_5millions,362.0,5.04909162037037,3j_15j,sup_30
265,175151.0,submitted / declined,declined,GB,London ,london,1.0,3.0,20_40,100k_200k,20.0,5.037854837962963,3j_15j,15_30
266,179073.0,submitted / matched,matched,GB,London,london,1.0,3.0,inf_20,1_5millions,180.0,27.228139525462964,sup_15j,sup_30
268,127297.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,20_40,10k_50k,1.0,7.060185185185186e-07,less_10s,inf_3
269,129379.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,3.0,1.0879629629629629e-06,less_10s,3_5
270,121563.0,declined,declined,FR,Paris,paris,1.0,8.0,100_200,1_5millions,30.0,1.0058467476851851,1j_3j,15_30
271,121560.0,declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,30.0,1.006866238425926,1j_3j,15_30
272,121564.0,declined,declined,FR,Paris,paris,1.0,8.0,100_200,1_5millions,30.0,1.0052109837962964,1j_3j,15_30
273,121308.0,submitted / declined,declined,FR,Paris,paris,1.0,7.0,sup_200,1_5millions,29.0,1.1226851851851851e-06,less_10s,15_30
274,121341.0,submitted / declined,declined,FR,Paris,paris,1.0,7.0,sup_200,1_5millions,29.0,0.07440875,1h_1j,15_30
275,121562.0,declined,declined,FR,Paris,paris,1.0,3.0,100_200,1_5millions,30.0,1.0061300115740741,1j_3j,15_30
276,121559.0,declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,30.0,1.007252060185185,1j_3j,15_30
277,121561.0,declined,declined,FR,Paris,paris,1.0,8.0,100_200,1_5millions,30.0,1.0064120486111112,1j_3j,15_30
278,181367.0,declined,declined,GB,London,london,1.0,0.0,inf_20,100k_200k,23.0,10.972695960648148,3j_15j,15_30
279,181105.0,submitted / declined,declined,GB,London ,london,1.0,3.0,20_40,100k_200k,24.0,1.712962962962963e-06,less_10s,15_30
280,115177.0,submitted / declined,declined,GB,London,london,1.0,3.0,60_80,100k_200k,6.0,1.435185185185185e-06,less_10s,5_7
284,120601.0,submitted / declined,declined,US,New York,new york,1.0,3.0,sup_200,500k_1millions,1.0,2.5931553472222224,1j_3j,inf_3
285,120441.0,submitted / declined,declined,US,Brooklyn,brooklyn,0.0,8.0,100_200,500k_1millions,1.0,8.101851851851852e-07,less_10s,inf_3
286,120600.0,submitted / declined,declined,US,New York,new york,1.0,3.0,100_200,100k_200k,1.0,2.5917677199074074,1j_3j,inf_3
287,128329.0,declined,declined,GB,London,london,1.0,8.0,100_200,200k_500k,1.0,6.017407256944445,3j_15j,inf_3
288,128328.0,submitted / declined,declined,GB,London,london,1.0,2.0,inf_20,50k_100k,6.0,6.017101342592593,3j_15j,5_7
289,128441.0,submitted / matched / booked,booked,GB,London,london,1.0,2.0,inf_20,50k_100k,6.0,6.019483564814815,3j_15j,5_7
290,128330.0,declined,declined,GB,London,london,1.0,3.0,20_40,10k_50k,1.0,6.0174963773148145,3j_15j,inf_3
291,128331.0,declined,declined,GB,London,london,1.0,3.0,100_200,100k_200k,6.0,6.01754556712963,3j_15j,5_7
292,115274.0,submitted / declined,declined,GB,London,london,1.0,7.0,40_60,100k_200k,7.0,1.5856481481481483e-06,less_10s,7_10
293,112509.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,500k_1millions,30.0,1.3078703703703703e-06,less_10s,15_30
296,170882.0,submitted,submitted,GB,London,london,1.0,4.0,inf_20,inf_10k,1.0,0.019651041666666667,10s_1h,inf_3
298,178449.0,declined,declined,FR,Paris,paris,1.0,3.0,40_60,50k_100k,6.0,2.233941597222222,1j_3j,5_7
299,178450.0,declined,declined,FR,Paris,paris,1.0,3.0,20_40,100k_200k,6.0,10.055066597222222,3j_15j,5_7
300,178451.0,declined,declined,FR,Paris,paris,1.0,3.0,20_40,50k_100k,6.0,2.2334143171296295,1j_3j,5_7
301,178448.0,declined,declined,FR,Paris,paris,1.0,8.0,40_60,100k_200k,6.0,10.055179525462963,3j_15j,5_7
302,148351.0,submitted / declined,declined,GB,London,london,1.0,3.0,60_80,100k_200k,9.0,8.912037037037037e-07,less_10s,7_10
303,126576.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,1_5millions,28.0,0.011500914351851852,10s_1h,15_30
304,126579.0,submitted / declined,declined,GB,London,london,1.0,8.0,sup_200,200k_500k,6.0,0.011503229166666667,10s_1h,5_7
305,126578.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,6.0,0.01150244212962963,10s_1h,5_7
306,126563.0,submitted / declined,declined,GB,London,london,1.0,7.0,inf_20,1_5millions,5.0,9.953703703703704e-07,less_10s,5_7
307,126575.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,1_5millions,27.0,0.011500104166666667,10s_1h,15_30
308,126577.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,80_100,1_5millions,28.0,0.011501689814814815,10s_1h,15_30
309,132326.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,40_60,200k_500k,10.0,30.899989085648148,sup_15j,10_15
310,144217.0,submitted / submitted / matched / declined,declined,GB,London,london,1.0,5.0,inf_20,100k_200k,30.0,1.0416666666666667e-06,less_10s,15_30
311,163238.0,declined,declined,GB,London,london,1.0,6.0,20_40,500k_1millions,91.0,13.840579583333334,3j_15j,sup_30
312,164064.0,declined,declined,GB,London,london,1.0,1.0,inf_20,1_5millions,211.0,20.752883252314813,sup_15j,sup_30
313,163237.0,declined,declined,GB,London,london,1.0,1.0,80_100,1_5millions,91.0,13.840738090277778,3j_15j,sup_30
314,163239.0,declined,declined,GB,London,london,1.0,1.0,60_80,1_5millions,91.0,13.840426597222223,3j_15j,sup_30
315,163236.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,500k_1millions,91.0,13.840294699074073,3j_15j,sup_30
316,162519.0,submitted / declined,declined,GB,London,london,1.0,1.0,inf_20,1_5millions,89.0,11.792905219907407,3j_15j,sup_30
317,165070.0,declined,declined,GB,London,london,1.0,1.0,inf_20,500k_1millions,241.0,23.019090694444444,sup_15j,sup_30
318,162151.0,declined,declined,FR,Paris,paris,1.0,3.0,sup_200,sup_5millions,58.0,20.109547523148148,sup_15j,sup_30
319,162152.0,declined,declined,FR,Paris,paris,1.0,3.0,100_200,1_5millions,29.0,1.3522919212962963,1j_3j,15_30
320,162153.0,declined,declined,FR,Paris,paris,1.0,3.0,100_200,1_5millions,30.0,1.3610734027777778,1j_3j,15_30
322,114139.0,submitted / submitted / matched / declined,declined,GB,London,london,1.0,4.0,inf_20,1_5millions,213.0,2.0717592592592593e-06,less_10s,sup_30
323,118637.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,31.0,8.025320416666666,3j_15j,sup_30
324,117055.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,500k_1millions,89.0,1.3194444444444444e-06,less_10s,sup_30
325,114427.0,submitted / matched / declined,declined,GB,London,london,1.0,7.0,40_60,10k_50k,1.0,1.4699074074074074e-06,less_10s,inf_3
326,119303.0,declined,declined,GB,London,london,1.0,3.0,20_40,200k_500k,36.0,22.069348078703705,sup_15j,sup_30
327,119302.0,declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,36.0,22.069425717592594,sup_15j,sup_30
328,119301.0,declined,declined,GB,London,london,1.0,3.0,20_40,500k_1millions,36.0,22.069485162037036,sup_15j,sup_30
329,119304.0,declined,declined,GB,London,london,1.0,3.0,40_60,1_5millions,36.0,22.06927238425926,sup_15j,sup_30
330,112868.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,1_5millions,365.0,1.3657407407407408e-06,less_10s,sup_30
331,139605.0,submitted / declined / submitted / declined,declined,GB,Manchester,manchester,0.0,7.0,inf_20,100k_200k,51.0,7.175925925925925e-07,less_10s,sup_30
332,162259.0,submitted / matched / booked,booked,GB,London,london,1.0,2.0,inf_20,100k_200k,13.0,9.10671619212963,3j_15j,10_15
333,168790.0,submitted / matched / booked,booked,GB,London,london,1.0,2.0,inf_20,100k_200k,13.0,35.234613090277776,sup_15j,10_15
334,161692.0,submitted / matched / declined,declined,GB,London,london,1.0,2.0,40_60,200k_500k,13.0,7.936034733796296,3j_15j,10_15
335,162257.0,submitted / matched / declined,declined,GB,London,london,1.0,6.0,20_40,1_5millions,167.0,9.106981782407408,3j_15j,sup_30
336,173509.0,submitted / declined,declined,GB,London,london,1.0,8.0,20_40,100k_200k,30.0,55.91490011574074,sup_15j,15_30
337,176119.0,submitted / declined,declined,GB,London,london,1.0,8.0,20_40,100k_200k,22.0,69.12668511574074,sup_15j,15_30
338,169430.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,10k_50k,1.0,39.156970972222226,sup_15j,inf_3
339,177549.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,10k_50k,6.0,75.91835262731482,sup_15j,5_7
340,161447.0,declined,declined,GB,London ,london,1.0,1.0,20_40,1_5millions,150.0,6.961662962962963,3j_15j,sup_30
341,159369.0,submitted / declined,declined,GB,London,london,1.0,3.0,80_100,1_5millions,150.0,0.15948305555555556,1h_1j,sup_30
342,162258.0,submitted / declined,declined,GB,London,london,1.0,1.0,inf_20,500k_1millions,197.0,9.106954398148147,3j_15j,sup_30
343,159227.0,submitted / declined,declined,GB,London,london,1.0,7.0,20_40,500k_1millions,92.0,0.008116828703703704,10s_1h,sup_30
344,175320.0,submitted / matched / declined,declined,GB,London,london,1.0,7.0,20_40,100k_200k,13.0,63.10849692129629,sup_15j,10_15
345,159239.0,submitted,submitted,GB,London,london,1.0,7.0,inf_20,200k_500k,92.0,0.014535104166666667,10s_1h,sup_30
346,159368.0,submitted / declined,declined,GB,London,london,1.0,7.0,inf_20,500k_1millions,211.0,0.15317408564814816,1h_1j,sup_30
347,159370.0,submitted / matched / declined,declined,GB,London,london,1.0,1.0,100_200,1_5millions,181.0,0.15945636574074074,1h_1j,sup_30
348,159237.0,submitted / matched / matched / declined,declined,GB,London,london,1.0,3.0,100_200,1_5millions,92.0,0.011974965277777777,10s_1h,sup_30
349,176118.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,100_200,200k_500k,29.0,69.12662140046297,sup_15j,15_30
350,161446.0,declined,declined,GB,London,london,1.0,1.0,60_80,1_5millions,116.0,6.961745636574074,3j_15j,sup_30
351,173570.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,50k_100k,6.0,55.914575266203705,sup_15j,5_7
352,176531.0,declined,declined,GB,London,london,1.0,3.0,80_100,200k_500k,34.0,76.10620302083333,sup_15j,sup_30
353,177547.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,100k_200k,27.0,75.91377362268518,sup_15j,15_30
354,175329.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,60_80,100k_200k,13.0,63.111923958333335,sup_15j,10_15
355,181556.0,submitted / declined,declined,GB,London,london,1.0,8.0,60_80,50k_100k,6.0,112.06445883101851,sup_15j,5_7
356,173507.0,submitted / matched / declined,declined,GB,London ,london,1.0,1.0,inf_20,100k_200k,13.0,55.91483953703704,sup_15j,10_15
357,173508.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,500k_1millions,30.0,55.91485771990741,sup_15j,15_30
358,177546.0,submitted / matched / declined / matched / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,30.0,75.9117189236111,sup_15j,15_30
359,165288.0,declined,declined,FR,Paris,paris,1.0,8.0,sup_200,sup_5millions,364.0,1.8691033217592592,1j_3j,sup_30
360,171059.0,declined,declined,FR,Paris,paris,1.0,3.0,sup_200,1_5millions,20.0,55.857170914351855,sup_15j,15_30
361,170926.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,1_5millions,23.0,26.851931979166668,sup_15j,15_30
363,114325.0,submitted / matched / booked,booked,GB,London,london,1.0,4.0,inf_20,100k_200k,21.0,1.4699074074074074e-06,less_10s,15_30
364,113932.0,submitted / matched / declined,declined,GB,Birmingham,birmingham,0.0,6.0,inf_20,100k_200k,13.0,1.1689814814814815e-06,less_10s,10_15
369,143478.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,1.0,5.263823206018518,3j_15j,inf_3
373,142907.0,submitted / declined,declined,GB,London,london,1.0,7.0,20_40,1_5millions,208.0,2.037037037037037e-06,less_10s,sup_30
376,169491.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,inf_20,10k_50k,6.0,1.7939814814814814e-06,less_10s,5_7
380,158488.0,declined,declined,GB,Doncaster,doncaster,0.0,7.0,inf_20,10k_50k,6.0,17.001102395833332,sup_15j,5_7
386,147693.0,submitted / declined,declined,US,New York,new york,1.0,3.0,20_40,1_5millions,29.0,1.1342592592592592e-06,less_10s,15_30
387,155711.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,6.0,26.925805405092593,sup_15j,5_7
388,152419.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,200k_500k,13.0,6.946980590277778,3j_15j,10_15
389,155709.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,inf_20,100k_200k,6.0,26.920971805555556,sup_15j,5_7
390,156388.0,submitted / matched / booked,booked,GB,London,london,1.0,3.0,inf_20,100k_200k,6.0,29.245612083333334,sup_15j,5_7
391,155708.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,6.0,26.91786991898148,sup_15j,5_7
392,151566.0,declined,declined,GB,London,london,1.0,3.0,40_60,200k_500k,13.0,33.08998208333333,sup_15j,10_15
393,155710.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,6.0,26.922578981481482,sup_15j,5_7
394,152426.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,20_40,200k_500k,13.0,6.963262048611111,3j_15j,10_15
395,151263.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,6.0,0.004352673611111111,10s_1h,5_7
396,151502.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,6.0,0.9303070717592593,1h_1j,5_7
397,151326.0,declined,declined,GB,London,london,1.0,8.0,60_80,200k_500k,6.0,1.0992652083333334,1j_3j,5_7
398,152434.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,6.0,6.978022696759259,3j_15j,5_7
399,151325.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,13.0,1.0956608449074074,1j_3j,10_15
400,151327.0,declined,declined,GB,London,london,1.0,3.0,60_80,100k_200k,6.0,1.0991851157407408,1j_3j,5_7
401,143760.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,80_100,200k_500k,20.0,1.076388888888889e-06,less_10s,15_30
402,139915.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,500k_1millions,10.0,2.337962962962963e-06,less_10s,10_15
403,139916.0,submitted / declined,declined,GB,London,london,1.0,3.0,sup_200,1_5millions,40.0,2.951388888888889e-06,less_10s,sup_30
404,139917.0,submitted / declined,declined,GB,London ,london,1.0,8.0,100_200,200k_500k,10.0,3.5648148148148147e-06,less_10s,10_15
405,139914.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,100_200,1_5millions,12.0,1.7361111111111112e-06,less_10s,10_15
406,139913.0,submitted / declined,declined,GB,London,london,1.0,8.0,sup_200,sup_5millions,12.0,9.60648148148148e-07,less_10s,10_15
408,115422.0,submitted / declined,declined,US,New York,new york,1.0,3.0,40_60,500k_1millions,6.0,1.423611111111111e-06,less_10s,5_7
409,115424.0,submitted / declined,declined,US,New York,new york,1.0,3.0,40_60,100k_200k,6.0,3.1712962962962965e-06,less_10s,5_7
410,115425.0,submitted / declined,declined,US,New York,new york,1.0,3.0,40_60,100k_200k,6.0,3.9236111111111114e-06,less_10s,5_7
411,115423.0,submitted / declined,declined,US,New York City,new york,1.0,3.0,40_60,200k_500k,6.0,2.233796296296296e-06,less_10s,5_7
412,112749.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,10k_50k,2.0,1.5162037037037037e-06,less_10s,inf_3
413,117592.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,20_40,100k_200k,6.0,11.66958892361111,3j_15j,5_7
414,115723.0,submitted / declined,declined,FR,"Paris, 3e",paris,1.0,3.0,20_40,100k_200k,7.0,3.6805555555555556e-06,less_10s,7_10
415,117591.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,6.0,11.669588101851852,3j_15j,5_7
416,115721.0,submitted / submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,6.0,2.199074074074074e-06,less_10s,5_7
417,116008.0,submitted,submitted,FR,Paris,paris,1.0,3.0,40_60,100k_200k,7.0,1.6324530787037037,1j_3j,7_10
418,115722.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,7.0,2.9398148148148147e-06,less_10s,7_10
419,115720.0,submitted / submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,20_40,100k_200k,6.0,1.435185185185185e-06,less_10s,5_7
420,115731.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,200k_500k,6.0,0.018422175925925925,10s_1h,5_7
421,133754.0,submitted / declined,declined,GB,Birmingham,birmingham,0.0,6.0,inf_20,100k_200k,21.0,9.60648148148148e-07,less_10s,15_30
422,155883.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,50k_100k,3.0,4.201388888888889e-06,less_10s,3_5
423,155879.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,7.0,8.680555555555556e-07,less_10s,7_10
424,155881.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,3.0,2.523148148148148e-06,less_10s,3_5
425,155882.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,3.0,3.3796296296296297e-06,less_10s,3_5
426,155880.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,20_40,50k_100k,3.0,1.712962962962963e-06,less_10s,3_5
427,157157.0,submitted / declined,declined,GB,Glasgow,glasgow,0.0,6.0,60_80,100k_200k,6.0,1.0416666666666667e-06,less_10s,5_7
428,118207.0,submitted / declined,declined,GB,London,london,1.0,2.0,inf_20,sup_5millions,396.0,1.8055555555555555e-06,less_10s,sup_30
432,116300.0,submitted / declined,declined,GB,London,london,1.0,6.0,20_40,500k_1millions,122.0,1.3310185185185185e-06,less_10s,sup_30
433,163933.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,100k_200k,31.0,9.60648148148148e-07,less_10s,sup_30
434,163012.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,6.0,0.010544247685185186,10s_1h,5_7
435,163010.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,50k_100k,6.0,1.1921296296296297e-06,less_10s,5_7
436,163013.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,2.0,0.010545150462962963,10s_1h,inf_3
437,179920.0,declined,declined,GB,London,london,1.0,8.0,100_200,1_5millions,13.0,0.856571261574074,1h_1j,10_15
438,179917.0,submitted / matched / declined,declined,GB,Manchester,manchester,0.0,8.0,sup_200,1_5millions,13.0,1.0075267708333333,1j_3j,10_15
